20:21:39.193			['tcp_csum:d348']			0:00:00.002000
20:21:39.194			['tcp_csum:c550']			0:00:00.001000
20:21:39.195			['tcp_csum:4ab8']			0:00:00.001000
20:21:39.196			['tcp_csum:a2fd']			0:00:00.001000
20:21:39.197			['tcp_csum:545d']			0:00:00.001000
20:21:39.199			['tcp_csum:d051']			0:00:00.002000
20:21:39.200			['tcp_csum:188e']			0:00:00.001000
20:21:39.201			['tcp_csum:93fb']			0:00:00.001000
20:21:39.202			['tcp_csum:fb7']			0:00:00.001000
20:21:39.204			['tcp_csum:fbbc']			0:00:00.002000
20:21:39.205			['tcp_csum:e9a5']			0:00:00.001000
20:21:39.206			['tcp_csum:29ff']			0:00:00.001000
20:21:39.208			['tcp_csum:11eb']			0:00:00.002000
20:21:39.208			['tcp_csum:9ea5']			0:00:00
20:21:39.210			['tcp_csum:bb50']			0:00:00.002000
20:21:39.211			['tcp_csum:99e6']			0:00:00.001000
20:21:39.212			['tcp_csum:6150']			0:00:00.001000
20:21:39.213			['tcp_csum:2cf8']			0:00:00.001000
20:21:39.215			['tcp_csum:a039']			0:00:00.002000
20:21:39.216			['tcp_csum:aae3']			0:00:00.001000
20:21:39.217			['tcp_csum:11b9']			0:00:00.001000
20:21:39.218			['tcp_csum:b6a6']			0:00:00.001000
20:21:39.219			['tcp_csum:4d3d']			0:00:00.001000
20:21:39.221			['tcp_csum:5fee']			0:00:00.002000
20:21:39.222			['tcp_csum:7b07']			0:00:00.001000
20:21:39.223			['tcp_csum:7866']			0:00:00.001000
20:21:39.224			['tcp_csum:eda8']			0:00:00.001000
20:21:39.225			['tcp_csum:6cbe']			0:00:00.001000
20:21:39.227			['tcp_csum:9e78']			0:00:00.002000
20:21:39.228			['tcp_csum:3a84']			0:00:00.001000
20:21:39.229			['tcp_csum:ed73']			0:00:00.001000
20:21:39.230			['tcp_csum:46a1']			0:00:00.001000
20:21:39.231			['tcp_csum:8443']			0:00:00.001000
20:21:39.233			['tcp_csum:71b4']			0:00:00.002000
20:21:39.234			['tcp_csum:a382']			0:00:00.001000
20:21:39.235			['tcp_csum:f697']			0:00:00.001000
20:21:39.236			['tcp_csum:cd72']			0:00:00.001000
20:21:39.238			['tcp_csum:1837']			0:00:00.002000
20:21:39.239			['tcp_csum:998d']			0:00:00.001000
20:21:39.240			['tcp_csum:ad91']			0:00:00.001000
20:21:39.241			['tcp_csum:2080']			0:00:00.001000
20:21:39.242			['tcp_csum:17d8']			0:00:00.001000
20:21:39.244			['tcp_csum:2b4c']			0:00:00.002000
20:21:39.245			['tcp_csum:8b3d']			0:00:00.001000
20:21:39.246			['tcp_csum:b4c9']			0:00:00.001000
20:21:39.247			['tcp_csum:a266']			0:00:00.001000
20:21:39.248			['tcp_csum:7105']			0:00:00.001000
20:21:39.250			['tcp_csum:a96a']			0:00:00.002000
20:21:39.251			['tcp_csum:671f']			0:00:00.001000
20:21:39.252			['tcp_csum:ff7e']			0:00:00.001000
20:21:39.253			['tcp_csum:d568']			0:00:00.001000
20:21:39.255			['tcp_csum:ed5c']			0:00:00.002000
20:21:39.256			['tcp_csum:9551']			0:00:00.001000
20:21:39.257			['tcp_csum:ffc6']			0:00:00.001000
20:21:39.258			['tcp_csum:f2b2']			0:00:00.001000
20:21:39.259			['tcp_csum:711b']			0:00:00.001000
20:21:39.262			['tcp_csum:bc4']			0:00:00.003000
20:21:39.263			['tcp_csum:5182']			0:00:00.001000
20:21:39.264			['tcp_csum:e57c']			0:00:00.001000
20:21:39.265			['tcp_csum:c3e9']			0:00:00.001000
20:21:39.267			['tcp_csum:51cd']			0:00:00.002000
20:21:39.268			['tcp_csum:baa6']			0:00:00.001000
20:21:39.269			['tcp_csum:46cb']			0:00:00.001000
20:21:39.270			['tcp_csum:c77c']			0:00:00.001000
20:21:39.271			['tcp_csum:912b']			0:00:00.001000
20:21:39.273			['tcp_csum:d258']			0:00:00.002000
20:21:39.274			['tcp_csum:ea09']			0:00:00.001000
20:21:39.275			['tcp_csum:3e8e']			0:00:00.001000
20:21:39.276			['tcp_csum:a142']			0:00:00.001000
20:21:39.277			['tcp_csum:3ff2']			0:00:00.001000
20:21:39.279			['tcp_csum:1110']			0:00:00.002000
20:21:39.280			['tcp_csum:894']			0:00:00.001000
20:21:39.281			['tcp_csum:f633']			0:00:00.001000
20:21:39.282			['tcp_csum:1db8']			0:00:00.001000
20:21:39.284			['tcp_csum:6dc1']			0:00:00.002000
20:21:39.285			['tcp_csum:2bdd']			0:00:00.001000
20:21:39.286			['tcp_csum:e939']			0:00:00.001000
20:21:39.287			['tcp_csum:6bb7']			0:00:00.001000
20:21:39.288			['tcp_csum:b413']			0:00:00.001000
20:21:39.290			['tcp_csum:604e']			0:00:00.002000
20:21:39.291			['tcp_csum:145e']			0:00:00.001000
20:21:39.292			['tcp_csum:2c22']			0:00:00.001000
20:21:39.293			['tcp_csum:559e']			0:00:00.001000
20:21:39.294			['tcp_csum:cc00']			0:00:00.001000
20:21:39.296			['tcp_csum:6941']			0:00:00.002000
20:21:39.297			['tcp_csum:e600']			0:00:00.001000
20:21:39.298			['tcp_csum:3579']			0:00:00.001000
20:21:39.299			['tcp_csum:f65b']			0:00:00.001000
20:21:39.300			['tcp_csum:5eb0']			0:00:00.001000
20:21:39.302			['tcp_csum:853c']			0:00:00.002000
20:21:39.303			['tcp_csum:1cb1']			0:00:00.001000
20:21:39.304			['tcp_csum:24a2']			0:00:00.001000
20:21:39.305			['tcp_csum:561a']			0:00:00.001000
20:21:39.307			['tcp_csum:20b']			0:00:00.002000
20:21:39.308			['tcp_csum:c863']			0:00:00.001000
20:21:39.309			['tcp_csum:4ead']			0:00:00.001000
20:21:39.310			['tcp_csum:67ad']			0:00:00.001000
20:21:39.311			['tcp_csum:cf40']			0:00:00.001000
20:21:39.313			['tcp_csum:cfc6']			0:00:00.002000
20:21:39.314			['tcp_csum:52c8']			0:00:00.001000
20:21:39.315			['tcp_csum:4f6e']			0:00:00.001000
20:21:39.316			['tcp_csum:4353']			0:00:00.001000
