S1-time		S2-time			IAT-S2			Delay-S2		S1-chksum				S2-chksum
10:55:07.269   10:55:07.296   0:00:00.001000                     0:00:00.027000           ['tcp_csum:bcc9']               ['tcp_csum:a243']
10:55:07.271   10:55:07.298   0:00:00.002000                     0:00:00.027000           ['tcp_csum:67a']                ['tcp_csum:8339']
10:55:07.271   10:55:07.299   0:00:00.001000                     0:00:00.028000           ['tcp_csum:2034']               ['tcp_csum:d59f']
10:55:07.274   10:55:07.300   0:00:00.001000                     0:00:00.026000           ['tcp_csum:82c5']               ['tcp_csum:ecf0']
10:55:07.274   10:55:07.301   0:00:00.001000                     0:00:00.027000           ['tcp_csum:978c']               ['tcp_csum:bb31']
10:55:07.276   10:55:07.302   0:00:00.001000                     0:00:00.026000           ['tcp_csum:a243']               ['tcp_csum:6af5']
10:55:07.276   10:55:07.304   0:00:00.002000                     0:00:00.028000           ['tcp_csum:8339']               ['tcp_csum:84dd']
10:55:07.279   10:55:07.305   0:00:00.001000                     0:00:00.026000           ['tcp_csum:d59f']               ['tcp_csum:c287']
10:55:07.279   10:55:07.306   0:00:00.001000                     0:00:00.027000           ['tcp_csum:ecf0']               ['tcp_csum:9769']
10:55:07.281   10:55:07.307   0:00:00.001000                     0:00:00.026000           ['tcp_csum:bb31']               ['tcp_csum:12c7']
10:55:07.281   10:55:07.309   0:00:00.002000                     0:00:00.028000           ['tcp_csum:6af5']               ['tcp_csum:f75c']
10:55:07.284   10:55:07.310   0:00:00.001000                     0:00:00.026000           ['tcp_csum:84dd']               ['tcp_csum:6873']
10:55:07.284   10:55:07.329   0:00:00.019000                     0:00:00.045000           ['tcp_csum:c287']               ['tcp_csum:f77f']
10:55:07.286   10:55:07.329   0:00:00                            0:00:00.043000           ['tcp_csum:9769']               ['tcp_csum:4a6c']
10:55:07.286   10:55:07.332   0:00:00.003000                     0:00:00.046000           ['tcp_csum:12c7']               ['tcp_csum:2a81']
10:55:07.289   10:55:07.332   0:00:00                            0:00:00.043000           ['tcp_csum:f75c']               ['tcp_csum:d211']
10:55:07.289   10:55:07.334   0:00:00.002000                     0:00:00.045000           ['tcp_csum:6873']               ['tcp_csum:764e']
10:55:07.309   10:55:07.335   0:00:00.001000                     0:00:00.026000           ['tcp_csum:f77f']               ['tcp_csum:e7fa']
10:55:07.309   10:55:07.337   0:00:00.002000                     0:00:00.028000           ['tcp_csum:4a6c']               ['tcp_csum:fa30']
10:55:07.312   10:55:07.337   0:00:00                            0:00:00.025000           ['tcp_csum:2a81']               ['tcp_csum:fe99']
10:55:07.312   10:55:07.339   0:00:00.002000                     0:00:00.027000           ['tcp_csum:d211']               ['tcp_csum:e152']
10:55:07.314   10:55:07.339   0:00:00                            0:00:00.025000           ['tcp_csum:764e']               ['tcp_csum:8788']
10:55:07.314   10:55:07.341   0:00:00.002000                     0:00:00.027000           ['tcp_csum:e7fa']               ['tcp_csum:72fc']
10:55:07.317   10:55:07.342   0:00:00.001000                     0:00:00.025000           ['tcp_csum:fa30']                ['tcp_csum:25d']
10:55:07.317   10:55:07.344   0:00:00.002000                     0:00:00.027000           ['tcp_csum:fe99']               ['tcp_csum:3bf6']
10:55:07.319   10:55:07.344   0:00:00                            0:00:00.025000           ['tcp_csum:e152']               ['tcp_csum:bb39']
10:55:07.319   10:55:07.347   0:00:00.003000                     0:00:00.028000           ['tcp_csum:8788']               ['tcp_csum:ecac']
10:55:07.321   10:55:07.347   0:00:00                            0:00:00.026000           ['tcp_csum:72fc']               ['tcp_csum:2a7b']
10:55:07.322   10:55:07.349   0:00:00.002000                     0:00:00.027000           ['tcp_csum:25d']                ['tcp_csum:eff5']
10:55:07.324   10:55:07.349   0:00:00                            0:00:00.025000           ['tcp_csum:3bf6']               ['tcp_csum:c534']
10:55:07.324   10:55:07.370   0:00:00.021000                     0:00:00.046000           ['tcp_csum:bb39']               ['tcp_csum:39a9']
10:55:07.326   10:55:07.370   0:00:00                            0:00:00.044000           ['tcp_csum:ecac']               ['tcp_csum:82ae']
10:55:07.326   10:55:07.371   0:00:00.001000                     0:00:00.045000           ['tcp_csum:2a7b']               ['tcp_csum:5d1c']
10:55:07.329   10:55:07.372   0:00:00.001000                     0:00:00.043000           ['tcp_csum:eff5']               ['tcp_csum:fe1d']
10:55:07.329   10:55:07.374   0:00:00.002000                     0:00:00.045000           ['tcp_csum:c534']               ['tcp_csum:ff62']
10:55:07.350   10:55:07.375   0:00:00.001000                     0:00:00.025000           ['tcp_csum:39a9']               ['tcp_csum:a806']
10:55:07.350   10:55:07.376   0:00:00.001000                     0:00:00.026000           ['tcp_csum:82ae']               ['tcp_csum:6229']
10:55:07.350   10:55:07.377   0:00:00.001000                     0:00:00.027000           ['tcp_csum:5d1c']               ['tcp_csum:cf0c']
10:55:07.352   10:55:07.378   0:00:00.001000                     0:00:00.026000           ['tcp_csum:fe1d']               ['tcp_csum:18bf']
10:55:07.352   10:55:07.380   0:00:00.002000                     0:00:00.028000           ['tcp_csum:ff62']               ['tcp_csum:3277']
10:55:07.354   10:55:07.381   0:00:00.001000                     0:00:00.027000           ['tcp_csum:a806']               ['tcp_csum:9508']
10:55:07.354   10:55:07.382   0:00:00.001000                     0:00:00.028000           ['tcp_csum:6229']               ['tcp_csum:a9cf']
10:55:07.357   10:55:07.383   0:00:00.001000                     0:00:00.026000           ['tcp_csum:cf0c']               ['tcp_csum:b488']
10:55:07.357   10:55:07.384   0:00:00.001000                     0:00:00.027000           ['tcp_csum:18bf']               ['tcp_csum:957c']
10:55:07.359   10:55:07.385   0:00:00.001000                     0:00:00.026000           ['tcp_csum:3277']               ['tcp_csum:e7e4']
10:55:07.359   10:55:07.387   0:00:00.002000                     0:00:00.028000           ['tcp_csum:9508']               ['tcp_csum:ff33']
10:55:07.362   10:55:07.388   0:00:00.001000                     0:00:00.026000           ['tcp_csum:a9cf']               ['tcp_csum:cd74']
10:55:07.362   10:55:07.389   0:00:00.001000                     0:00:00.027000           ['tcp_csum:b488']               ['tcp_csum:7d38']
10:55:07.364   10:55:07.390   0:00:00.001000                     0:00:00.026000           ['tcp_csum:957c']               ['tcp_csum:9722']
10:55:07.364   10:55:07.410   0:00:00.020000                     0:00:00.046000           ['tcp_csum:e7e4']               ['tcp_csum:d4c2']
10:55:07.367   10:55:07.410   0:00:00                            0:00:00.043000           ['tcp_csum:ff33']               ['tcp_csum:a9a6']
10:55:07.367   10:55:07.411   0:00:00.001000                     0:00:00.044000           ['tcp_csum:cd74']               ['tcp_csum:2502']
10:55:07.369   10:55:07.414   0:00:00.003000                     0:00:00.045000           ['tcp_csum:7d38']               ['tcp_csum:7aae']
10:55:07.369   10:55:07.414   0:00:00                            0:00:00.045000           ['tcp_csum:9722']                ['tcp_csum:9c5']
10:55:07.390   10:55:07.416   0:00:00.002000                     0:00:00.026000           ['tcp_csum:d4c2']               ['tcp_csum:5caf']
10:55:07.390   10:55:07.416   0:00:00                            0:00:00.026000           ['tcp_csum:a9a6']               ['tcp_csum:3cc6']
10:55:07.391   10:55:07.418   0:00:00.002000                     0:00:00.027000           ['tcp_csum:2502']               ['tcp_csum:e454']
10:55:07.391   10:55:07.419   0:00:00.001000                     0:00:00.028000           ['tcp_csum:998']                ['tcp_csum:8891']
10:55:07.394   10:55:07.421   0:00:00.002000                     0:00:00.027000           ['tcp_csum:7aae']               ['tcp_csum:fa3d']
10:55:07.394   10:55:07.421   0:00:00                            0:00:00.027000           ['tcp_csum:9c5']                 ['tcp_csum:c76']
10:55:07.396   10:55:07.423   0:00:00.002000                     0:00:00.027000           ['tcp_csum:5caf']               ['tcp_csum:10dd']
10:55:07.396   10:55:07.424   0:00:00.001000                     0:00:00.028000           ['tcp_csum:3cc6']               ['tcp_csum:f397']
10:55:07.398   10:55:07.426   0:00:00.002000                     0:00:00.028000           ['tcp_csum:e454']               ['tcp_csum:99cd']
10:55:07.398   10:55:07.426   0:00:00                            0:00:00.028000           ['tcp_csum:8891']               ['tcp_csum:8541']
10:55:07.401   10:55:07.428   0:00:00.002000                     0:00:00.027000           ['tcp_csum:fa3d']               ['tcp_csum:14a0']
10:55:07.401   10:55:07.428   0:00:00                            0:00:00.027000           ['tcp_csum:c76']                ['tcp_csum:4e3b']
10:55:07.403   10:55:07.431   0:00:00.003000                     0:00:00.028000           ['tcp_csum:10dd']               ['tcp_csum:cd7c']
10:55:07.403   10:55:07.431   0:00:00                            0:00:00.028000           ['tcp_csum:f397']               ['tcp_csum:fef1']
10:55:07.406   10:55:07.451   0:00:00.020000                     0:00:00.045000           ['tcp_csum:99cd']               ['tcp_csum:3cb6']
10:55:07.406   10:55:07.451   0:00:00                            0:00:00.045000           ['tcp_csum:8541']                ['tcp_csum:231']
10:55:07.408   10:55:07.452   0:00:00.001000                     0:00:00.044000           ['tcp_csum:14a0']               ['tcp_csum:d76f']
10:55:07.408   10:55:07.454   0:00:00.002000                     0:00:00.046000           ['tcp_csum:4e3b']               ['tcp_csum:4bee']
10:55:07.411   10:55:07.454   0:00:00                            0:00:00.043000           ['tcp_csum:cd7c']               ['tcp_csum:94f3']
10:55:07.411   10:55:07.455   0:00:00.001000                     0:00:00.044000           ['tcp_csum:fef1']               ['tcp_csum:6f61']
10:55:07.430   10:55:07.456   0:00:00.001000                     0:00:00.026000           ['tcp_csum:3cb6']                ['tcp_csum:982']
10:55:07.430   10:55:07.458   0:00:00.002000                     0:00:00.028000           ['tcp_csum:231']                ['tcp_csum:1063']
10:55:07.431   10:55:07.459   0:00:00.001000                     0:00:00.028000           ['tcp_csum:d76f']               ['tcp_csum:11a6']
10:55:07.434   10:55:07.461   0:00:00.002000                     0:00:00.027000           ['tcp_csum:4bee']               ['tcp_csum:ba4b']
10:55:07.434   10:55:07.464   0:00:00.003000                     0:00:00.030000           ['tcp_csum:94f3']               ['tcp_csum:746c']
10:55:07.434   10:55:07.464   0:00:00                            0:00:00.030000           ['tcp_csum:6f61']               ['tcp_csum:e14f']
10:55:07.436   10:55:07.466   0:00:00.002000                     0:00:00.030000           ['tcp_csum:982']                ['tcp_csum:2b02']
10:55:07.436   10:55:07.468   0:00:00.002000                     0:00:00.032000           ['tcp_csum:1063']               ['tcp_csum:44ba']
10:55:07.439   10:55:07.471   0:00:00.003000                     0:00:00.032000           ['tcp_csum:11a6']               ['tcp_csum:a749']
10:55:07.441   10:55:07.497   0:00:00.026000                     0:00:00.056000           ['tcp_csum:ba4b']               ['tcp_csum:bc04']
10:55:07.444   10:55:07.498   0:00:00.001000                     0:00:00.054000           ['tcp_csum:746c']               ['tcp_csum:c6bd']
10:55:07.444   10:55:07.498   0:00:00                            0:00:00.054000           ['tcp_csum:e14f']               ['tcp_csum:a7b3']
10:55:07.446   10:55:07.500   0:00:00.002000                     0:00:00.054000           ['tcp_csum:2b02']               ['tcp_csum:fa1b']
10:55:07.448   10:55:07.501   0:00:00.001000                     0:00:00.053000           ['tcp_csum:44ba']               ['tcp_csum:116d']
10:55:07.451   10:55:07.502   0:00:00.001000                     0:00:00.051000           ['tcp_csum:a749']               ['tcp_csum:dfad']
10:55:07.477   10:55:07.503   0:00:00.001000                     0:00:00.026000           ['tcp_csum:bc04']               ['tcp_csum:8f71']
10:55:07.477   10:55:07.505   0:00:00.002000                     0:00:00.028000           ['tcp_csum:c6bd']               ['tcp_csum:a959']
10:55:07.477   10:55:07.506   0:00:00.001000                     0:00:00.029000           ['tcp_csum:a7b3']               ['tcp_csum:e703']
10:55:07.477   10:55:07.507   0:00:00.001000                     0:00:00.030000           ['tcp_csum:fa1b']               ['tcp_csum:bbe5']
10:55:07.477   10:55:07.508   0:00:00.001000                     0:00:00.031000           ['tcp_csum:116d']               ['tcp_csum:3743']
10:55:07.477   10:55:07.509   0:00:00.001000                     0:00:00.032000           ['tcp_csum:dfad']               ['tcp_csum:1bd7']
10:55:07.477   10:55:07.512   0:00:00.003000                     0:00:00.035000           ['tcp_csum:8f71']               ['tcp_csum:8ced']
10:55:07.480   10:55:07.512   0:00:00                            0:00:00.032000           ['tcp_csum:a959']               ['tcp_csum:1c02']
10:55:07.480   10:55:07.513   0:00:00.001000                     0:00:00.033000           ['tcp_csum:e703']               ['tcp_csum:6eee']
10:55:07.484   10:55:07.538   0:00:00.025000                     0:00:00.054000           ['tcp_csum:bbe5']               ['tcp_csum:4ef9']
10:55:07.484   10:55:07.538   0:00:00                            0:00:00.054000           ['tcp_csum:3743']               ['tcp_csum:f689']
10:55:07.486   10:55:07.540   0:00:00.002000                     0:00:00.054000           ['tcp_csum:1bd7']               ['tcp_csum:9ac4']
10:55:07.486   10:55:07.540   0:00:00                            0:00:00.054000           ['tcp_csum:8ced']                ['tcp_csum:c71']
10:55:07.491   10:55:07.542   0:00:00.002000                     0:00:00.051000           ['tcp_csum:1c02']               ['tcp_csum:1ea7']
10:55:07.491   10:55:07.542   0:00:00                            0:00:00.051000           ['tcp_csum:6eee']               ['tcp_csum:2310']
10:55:07.518   10:55:07.545   0:00:00.003000                     0:00:00.027000           ['tcp_csum:4ef9']                ['tcp_csum:5cb']
10:55:07.518   10:55:07.545   0:00:00                            0:00:00.027000           ['tcp_csum:f689']               ['tcp_csum:ac00']
10:55:07.520   10:55:07.547   0:00:00.002000                     0:00:00.027000           ['tcp_csum:9ac4']               ['tcp_csum:9772']
10:55:07.520   10:55:07.547   0:00:00                            0:00:00.027000           ['tcp_csum:c71']                ['tcp_csum:26d3']
10:55:07.522   10:55:07.550   0:00:00.003000                     0:00:00.028000           ['tcp_csum:1ea7']               ['tcp_csum:606e']
10:55:07.522   10:55:07.550   0:00:00                            0:00:00.028000           ['tcp_csum:2310']               ['tcp_csum:dfb1']
10:55:07.525   10:55:07.552   0:00:00.002000                     0:00:00.027000           ['tcp_csum:5cb']                ['tcp_csum:1125']
10:55:07.525   10:55:07.552   0:00:00                            0:00:00.027000           ['tcp_csum:ac00']               ['tcp_csum:4ef3']
10:55:07.527   10:55:07.578   0:00:00.026000                     0:00:00.051000           ['tcp_csum:9772']               ['tcp_csum:1462']
10:55:07.527   10:55:07.578   0:00:00                            0:00:00.051000           ['tcp_csum:26d3']               ['tcp_csum:e9a0']
10:55:07.530   10:55:07.580   0:00:00.002000                     0:00:00.050000           ['tcp_csum:606e']               ['tcp_csum:5e1d']
10:55:07.530   10:55:07.580   0:00:00                            0:00:00.050000           ['tcp_csum:dfb1']               ['tcp_csum:a722']
10:55:07.532   10:55:07.583   0:00:00.003000                     0:00:00.051000           ['tcp_csum:1125']               ['tcp_csum:818e']
10:55:07.532   10:55:07.583   0:00:00                            0:00:00.051000           ['tcp_csum:4ef3']               ['tcp_csum:2292']
10:55:07.558   10:55:07.585   0:00:00.002000                     0:00:00.027000           ['tcp_csum:1462']               ['tcp_csum:23d7']
10:55:07.558   10:55:07.585   0:00:00                            0:00:00.027000           ['tcp_csum:e9a0']               ['tcp_csum:cc7c']
10:55:07.560   10:55:07.588   0:00:00.003000                     0:00:00.028000           ['tcp_csum:5e1d']               ['tcp_csum:869d']
10:55:07.560   10:55:07.588   0:00:00                            0:00:00.028000           ['tcp_csum:a722']               ['tcp_csum:f380']
10:55:07.563   10:55:07.590   0:00:00.002000                     0:00:00.027000           ['tcp_csum:818e']               ['tcp_csum:3d33']
10:55:07.563   10:55:07.590   0:00:00                            0:00:00.027000           ['tcp_csum:2292']               ['tcp_csum:56ed']
10:55:07.565   10:55:07.593   0:00:00.003000                     0:00:00.028000           ['tcp_csum:23d7']               ['tcp_csum:b97c']
10:55:07.565   10:55:07.593   0:00:00                            0:00:00.028000           ['tcp_csum:cc7c']               ['tcp_csum:ce43']
10:55:07.567   10:55:07.619   0:00:00.026000                     0:00:00.052000           ['tcp_csum:869d']               ['tcp_csum:d8f0']
10:55:07.567   10:55:07.619   0:00:00                            0:00:00.052000           ['tcp_csum:f380']               ['tcp_csum:b9e6']
10:55:07.570   10:55:07.619   0:00:00                            0:00:00.049000           ['tcp_csum:3d33']                ['tcp_csum:c4f']
10:55:07.570   10:55:07.621   0:00:00.002000                     0:00:00.051000           ['tcp_csum:56ed']               ['tcp_csum:239e']
10:55:07.572   10:55:07.622   0:00:00.001000                     0:00:00.050000           ['tcp_csum:b97c']               ['tcp_csum:f1de']
10:55:07.572   10:55:07.623   0:00:00.001000                     0:00:00.051000           ['tcp_csum:ce43']               ['tcp_csum:a1a0']
10:55:07.598   10:55:07.624   0:00:00.001000                     0:00:00.026000           ['tcp_csum:d8f0']               ['tcp_csum:bb8a']
10:55:07.598   10:55:07.626   0:00:00.002000                     0:00:00.028000           ['tcp_csum:b9e6']               ['tcp_csum:f934']
10:55:07.598   10:55:07.627   0:00:00.001000                     0:00:00.029000           ['tcp_csum:c4f']                ['tcp_csum:ce18']
10:55:07.600   10:55:07.628   0:00:00.001000                     0:00:00.028000           ['tcp_csum:239e']               ['tcp_csum:4974']
10:55:07.600   10:55:07.629   0:00:00.001000                     0:00:00.029000           ['tcp_csum:f1de']               ['tcp_csum:2e0a']
10:55:07.603   10:55:07.630   0:00:00.001000                     0:00:00.027000           ['tcp_csum:a1a0']               ['tcp_csum:9f20']
10:55:07.603   10:55:07.632   0:00:00.002000                     0:00:00.029000           ['tcp_csum:bb8a']               ['tcp_csum:2e37']
10:55:07.606   10:55:07.633   0:00:00.001000                     0:00:00.027000           ['tcp_csum:f934']               ['tcp_csum:8121']
10:55:07.606   10:55:07.634   0:00:00.001000                     0:00:00.028000           ['tcp_csum:ce18']               ['tcp_csum:6138']
10:55:07.608   10:55:07.660   0:00:00.026000                     0:00:00.052000           ['tcp_csum:4974']                ['tcp_csum:8bb']
10:55:07.608   10:55:07.660   0:00:00                            0:00:00.052000           ['tcp_csum:2e0a']               ['tcp_csum:acf7']
10:55:07.610   10:55:07.661   0:00:00.001000                     0:00:00.051000           ['tcp_csum:9f20']               ['tcp_csum:1ea4']
10:55:07.610   10:55:07.662   0:00:00.001000                     0:00:00.052000           ['tcp_csum:2e37']               ['tcp_csum:30dc']
10:55:07.613   10:55:07.663   0:00:00.001000                     0:00:00.050000           ['tcp_csum:8121']               ['tcp_csum:3545']
10:55:07.613   10:55:07.664   0:00:00.001000                     0:00:00.051000           ['tcp_csum:6138']               ['tcp_csum:1800']
10:55:07.640   10:55:07.666   0:00:00.002000                     0:00:00.026000           ['tcp_csum:8bb']                ['tcp_csum:be33']
10:55:07.640   10:55:07.667   0:00:00.001000                     0:00:00.027000           ['tcp_csum:acf7']               ['tcp_csum:a9a7']
10:55:07.640   10:55:07.668   0:00:00.001000                     0:00:00.028000           ['tcp_csum:1ea4']               ['tcp_csum:3906']
10:55:07.640   10:55:07.669   0:00:00.001000                     0:00:00.029000           ['tcp_csum:30dc']               ['tcp_csum:72a1']
10:55:07.642   10:55:07.670   0:00:00.001000                     0:00:00.028000           ['tcp_csum:3545']               ['tcp_csum:f1e4']
10:55:07.642   10:55:07.672   0:00:00.002000                     0:00:00.030000           ['tcp_csum:1800']               ['tcp_csum:235a']
10:55:07.644   10:55:07.673   0:00:00.001000                     0:00:00.029000           ['tcp_csum:be33']               ['tcp_csum:6126']
10:55:07.645   10:55:07.676   0:00:00.003000                     0:00:00.031000           ['tcp_csum:a9a7']               ['tcp_csum:26a1']
10:55:07.647   10:55:07.676   0:00:00                            0:00:00.029000           ['tcp_csum:3906']               ['tcp_csum:fbdd']
10:55:07.647   10:55:07.676   0:00:00                            0:00:00.029000           ['tcp_csum:72a1']               ['tcp_csum:705c']
10:55:07.649   10:55:07.711   0:00:00.035000                     0:00:00.062000           ['tcp_csum:f1e4']               ['tcp_csum:b955']
10:55:07.649   10:55:07.711   0:00:00                            0:00:00.062000           ['tcp_csum:235a']               ['tcp_csum:93c3']
10:55:07.652   10:55:07.712   0:00:00.001000                     0:00:00.060000           ['tcp_csum:6126']               ['tcp_csum:34c7']
10:55:07.652   10:55:07.713   0:00:00.001000                     0:00:00.061000           ['tcp_csum:26a1']               ['tcp_csum:360a']
10:55:07.654   10:55:07.714   0:00:00.001000                     0:00:00.060000           ['tcp_csum:fbdd']               ['tcp_csum:deaf']
10:55:07.654   10:55:07.715   0:00:00.001000                     0:00:00.061000           ['tcp_csum:705c']               ['tcp_csum:98d2']
10:55:07.691   10:55:07.717   0:00:00.002000                     0:00:00.026000           ['tcp_csum:b955']                ['tcp_csum:5b6']
10:55:07.691   10:55:07.718   0:00:00.001000                     0:00:00.027000           ['tcp_csum:93c3']               ['tcp_csum:4f66']
10:55:07.691   10:55:07.719   0:00:00.001000                     0:00:00.028000           ['tcp_csum:34c7']               ['tcp_csum:cbb1']
10:55:07.691   10:55:07.720   0:00:00.001000                     0:00:00.029000           ['tcp_csum:360a']               ['tcp_csum:e078']
10:55:07.691   10:55:07.721   0:00:00.001000                     0:00:00.030000           ['tcp_csum:deaf']               ['tcp_csum:eb2f']
10:55:07.691   10:55:07.723   0:00:00.002000                     0:00:00.032000           ['tcp_csum:98d2']               ['tcp_csum:cc25']
10:55:07.691   10:55:07.724   0:00:00.001000                     0:00:00.033000           ['tcp_csum:5b6']                ['tcp_csum:1e8c']
10:55:07.691   10:55:07.726   0:00:00.002000                     0:00:00.035000           ['tcp_csum:4f66']               ['tcp_csum:35dd']
10:55:07.691   10:55:07.726   0:00:00                            0:00:00.035000           ['tcp_csum:6920']                ['tcp_csum:41e']
10:55:07.691   10:55:07.727   0:00:00.001000                     0:00:00.036000           ['tcp_csum:cbb1']               ['tcp_csum:b3e1']
10:55:07.691   10:55:07.751   0:00:00.024000                     0:00:00.060000           ['tcp_csum:e078']               ['tcp_csum:cdb9']
10:55:07.692   10:55:07.751   0:00:00                            0:00:00.059000           ['tcp_csum:eb2f']                ['tcp_csum:b64']
10:55:07.692   10:55:07.753   0:00:00.002000                     0:00:00.061000           ['tcp_csum:cc25']               ['tcp_csum:e047']
10:55:07.696   10:55:07.753   0:00:00                            0:00:00.057000           ['tcp_csum:1e8c']               ['tcp_csum:5ba5']
10:55:07.696   10:55:07.756   0:00:00.003000                     0:00:00.060000           ['tcp_csum:35dd']               ['tcp_csum:4039']
10:55:07.697   10:55:07.756   0:00:00                            0:00:00.059000           ['tcp_csum:41e']                ['tcp_csum:b14f']
10:55:07.697   10:55:07.758   0:00:00.002000                     0:00:00.061000           ['tcp_csum:b3e1']               ['tcp_csum:4066']
10:55:07.731   10:55:07.758   0:00:00                            0:00:00.027000           ['tcp_csum:cdb9']               ['tcp_csum:9352']
10:55:07.731   10:55:07.759   0:00:00.001000                     0:00:00.028000           ['tcp_csum:b64']                ['tcp_csum:7367']
10:55:07.733   10:55:07.761   0:00:00.002000                     0:00:00.028000           ['tcp_csum:e047']               ['tcp_csum:1af8']
10:55:07.733   10:55:07.762   0:00:00.001000                     0:00:00.029000           ['tcp_csum:5ba5']               ['tcp_csum:6906']
10:55:07.735   10:55:07.763   0:00:00.001000                     0:00:00.028000           ['tcp_csum:4039']               ['tcp_csum:bf32']
10:55:07.736   10:55:07.765   0:00:00.002000                     0:00:00.029000           ['tcp_csum:b14f']               ['tcp_csum:30df']
10:55:07.738   10:55:07.766   0:00:00.001000                     0:00:00.028000           ['tcp_csum:4066']               ['tcp_csum:4315']
10:55:07.738   10:55:07.791   0:00:00.025000                     0:00:00.053000           ['tcp_csum:9352']               ['tcp_csum:4772']
10:55:07.740   10:55:07.791   0:00:00                            0:00:00.051000           ['tcp_csum:7367']               ['tcp_csum:2a35']
10:55:07.740   10:55:07.793   0:00:00.002000                     0:00:00.053000           ['tcp_csum:1af8']               ['tcp_csum:a4f4']
10:55:07.741   10:55:07.796   0:00:00.003000                     0:00:00.055000           ['tcp_csum:6906']                ['tcp_csum:2d6']
10:55:07.743   10:55:07.798   0:00:00.002000                     0:00:00.055000           ['tcp_csum:bf32']               ['tcp_csum:d0c9']
10:55:07.745   10:55:07.809   0:00:00.011000                     0:00:00.064000           ['tcp_csum:30df']               ['tcp_csum:d479']
10:55:07.746   10:55:07.809   0:00:00                            0:00:00.063000           ['tcp_csum:4315']               ['tcp_csum:3df3']
10:55:07.771   10:55:07.809   0:00:00                            0:00:00.038000           ['tcp_csum:4772']               ['tcp_csum:c2db']
10:55:07.771   10:55:07.809   0:00:00                            0:00:00.038000           ['tcp_csum:2a35']               ['tcp_csum:fa92']
10:55:07.773   10:55:07.809   0:00:00                            0:00:00.036000           ['tcp_csum:a4f4']               ['tcp_csum:768d']
10:55:07.776   10:55:07.809   0:00:00                            0:00:00.033000           ['tcp_csum:2d6']                ['tcp_csum:edec']
10:55:07.778   10:55:07.809   0:00:00                            0:00:00.031000           ['tcp_csum:d0c9']               ['tcp_csum:2b5e']
10:55:07.779   10:55:07.831   0:00:00.022000                     0:00:00.052000           ['tcp_csum:d479']               ['tcp_csum:97be']
10:55:07.781   10:55:07.832   0:00:00.001000                     0:00:00.051000           ['tcp_csum:3df3']               ['tcp_csum:8332']
10:55:07.782   10:55:07.833   0:00:00.001000                     0:00:00.051000           ['tcp_csum:c2db']               ['tcp_csum:1293']
10:55:07.782   10:55:07.836   0:00:00.003000                     0:00:00.054000           ['tcp_csum:fa92']               ['tcp_csum:4c2c']
10:55:07.783   10:55:07.838   0:00:00.002000                     0:00:00.055000           ['tcp_csum:768d']               ['tcp_csum:cb6d']
10:55:07.785   10:55:07.849   0:00:00.011000                     0:00:00.064000           ['tcp_csum:edec']               ['tcp_csum:fcde']
10:55:07.786   10:55:07.849   0:00:00                            0:00:00.063000           ['tcp_csum:2b5e']               ['tcp_csum:3aad']
10:55:07.812   10:55:07.849   0:00:00                            0:00:00.037000           ['tcp_csum:97be']                 ['tcp_csum:28']
10:55:07.812   10:55:07.849   0:00:00                            0:00:00.037000           ['tcp_csum:8332']               ['tcp_csum:d566']
10:55:07.813   10:55:07.850   0:00:00.001000                     0:00:00.037000           ['tcp_csum:1293']               ['tcp_csum:49e5']
10:55:07.816   10:55:07.851   0:00:00.001000                     0:00:00.035000           ['tcp_csum:4c2c']               ['tcp_csum:92ea']
10:55:07.818   10:55:07.853   0:00:00.002000                     0:00:00.035000           ['tcp_csum:cb6d']               ['tcp_csum:6d58']
10:55:07.826   10:55:07.872   0:00:00.019000                     0:00:00.046000           ['tcp_csum:fcde']                ['tcp_csum:e50']
10:55:07.826   10:55:07.872   0:00:00                            0:00:00.046000           ['tcp_csum:3aad']                ['tcp_csum:f95']
10:55:07.827   10:55:07.876   0:00:00.004000                     0:00:00.049000           ['tcp_csum:28']                 ['tcp_csum:b838']
10:55:07.827   10:55:07.877   0:00:00.001000                     0:00:00.050000           ['tcp_csum:d566']               ['tcp_csum:725b']
10:55:07.827   10:55:07.889   0:00:00.012000                     0:00:00.062000           ['tcp_csum:49e5']               ['tcp_csum:df38']
10:55:07.827   10:55:07.889   0:00:00                            0:00:00.062000           ['tcp_csum:92ea']               ['tcp_csum:28eb']
10:55:07.827   10:55:07.890   0:00:00.001000                     0:00:00.063000           ['tcp_csum:6d58']               ['tcp_csum:42a5']
10:55:07.852   10:55:07.891   0:00:00.001000                     0:00:00.039000           ['tcp_csum:e50']                ['tcp_csum:a536']
10:55:07.852   10:55:07.892   0:00:00.001000                     0:00:00.040000           ['tcp_csum:f95']                ['tcp_csum:b9fb']
10:55:07.856   10:55:07.893   0:00:00.001000                     0:00:00.037000           ['tcp_csum:b838']               ['tcp_csum:c4b4']
10:55:07.856   10:55:07.895   0:00:00.002000                     0:00:00.039000           ['tcp_csum:725b']               ['tcp_csum:a5aa']
10:55:07.869   10:55:07.896   0:00:00.001000                     0:00:00.027000           ['tcp_csum:df38']               ['tcp_csum:f812']
10:55:07.869   10:55:07.912   0:00:00.016000                     0:00:00.043000           ['tcp_csum:28eb']                ['tcp_csum:f5a']
10:55:07.869   10:55:07.912   0:00:00                            0:00:00.043000           ['tcp_csum:42a5']               ['tcp_csum:dd9a']
