S1-time		S2-time			IAT-S2			Delay-S2		S1-chksum				S2-chksum
10:55:11.477   10:55:11.537   0:00:00.017000                     0:00:00.060000           ['tcp_csum:a935']               ['tcp_csum:badc']
10:55:11.477   10:55:11.538   0:00:00.001000                     0:00:00.061000           ['tcp_csum:7776']               ['tcp_csum:9d97']
10:55:11.481   10:55:11.539   0:00:00.001000                     0:00:00.058000           ['tcp_csum:2738']               ['tcp_csum:43cb']
10:55:11.481   10:55:11.540   0:00:00.001000                     0:00:00.059000           ['tcp_csum:4122']               ['tcp_csum:2f3f']
10:55:11.482   10:55:11.541   0:00:00.001000                     0:00:00.059000           ['tcp_csum:7ecc']               ['tcp_csum:be9f']
10:55:11.482   10:55:11.542   0:00:00.001000                     0:00:00.060000           ['tcp_csum:53b0']               ['tcp_csum:f83a']
10:55:11.484   10:55:11.543   0:00:00.001000                     0:00:00.059000           ['tcp_csum:cf0b']               ['tcp_csum:777c']
10:55:11.484   10:55:11.545   0:00:00.002000                     0:00:00.061000           ['tcp_csum:b3a1']               ['tcp_csum:a8f1']
10:55:11.489   10:55:11.546   0:00:00.001000                     0:00:00.057000           ['tcp_csum:24b6']               ['tcp_csum:e6bf']
10:55:11.489   10:55:11.547   0:00:00.001000                     0:00:00.058000           ['tcp_csum:b3cc']               ['tcp_csum:ac3a']
10:55:11.495   10:55:11.550   0:00:00.003000                     0:00:00.055000           ['tcp_csum:6b7']                ['tcp_csum:8177']
10:55:11.495   10:55:11.550   0:00:00                            0:00:00.055000           ['tcp_csum:e6cd']               ['tcp_csum:f5f5']
10:55:11.495   10:55:11.556   0:00:00.006000                     0:00:00.061000           ['tcp_csum:8e5c']               ['tcp_csum:3ef7']
10:55:11.495   10:55:11.556   0:00:00                            0:00:00.061000           ['tcp_csum:3299']               ['tcp_csum:1965']
10:55:11.498   10:55:11.558   0:00:00.002000                     0:00:00.060000           ['tcp_csum:a445']               ['tcp_csum:ba68']
10:55:11.498   10:55:11.558   0:00:00                            0:00:00.060000           ['tcp_csum:b67d']               ['tcp_csum:bbad']
10:55:11.517   10:55:11.560   0:00:00.002000                     0:00:00.043000           ['tcp_csum:badc']               ['tcp_csum:6451']
10:55:11.517   10:55:11.560   0:00:00                            0:00:00.043000           ['tcp_csum:9d97']               ['tcp_csum:1e74']
10:55:11.518   10:55:11.578   0:00:00.018000                     0:00:00.060000           ['tcp_csum:43cb']               ['tcp_csum:8b4f']
10:55:11.519   10:55:11.578   0:00:00                            0:00:00.059000           ['tcp_csum:2f3f']               ['tcp_csum:d501']
10:55:11.521   10:55:11.579   0:00:00.001000                     0:00:00.058000           ['tcp_csum:be9f']               ['tcp_csum:eebb']
10:55:11.521   10:55:11.581   0:00:00.002000                     0:00:00.060000           ['tcp_csum:f83a']               ['tcp_csum:514b']
10:55:11.523   10:55:11.582   0:00:00.001000                     0:00:00.059000           ['tcp_csum:777c']               ['tcp_csum:6612']
10:55:11.523   10:55:11.583   0:00:00.001000                     0:00:00.060000           ['tcp_csum:a8f1']               ['tcp_csum:70c9']
10:55:11.526   10:55:11.584   0:00:00.001000                     0:00:00.058000           ['tcp_csum:e6bf']               ['tcp_csum:51bf']
10:55:11.526   10:55:11.586   0:00:00.002000                     0:00:00.060000           ['tcp_csum:ac3a']               ['tcp_csum:a427']
10:55:11.529   10:55:11.587   0:00:00.001000                     0:00:00.058000           ['tcp_csum:8177']               ['tcp_csum:bb78']
10:55:11.530   10:55:11.588   0:00:00.001000                     0:00:00.058000           ['tcp_csum:f5f5']               ['tcp_csum:89b7']
10:55:11.535   10:55:11.589   0:00:00.001000                     0:00:00.054000           ['tcp_csum:3ef7']               ['tcp_csum:397b']
10:55:11.535   10:55:11.592   0:00:00.003000                     0:00:00.057000           ['tcp_csum:1965']               ['tcp_csum:5365']
10:55:11.537   10:55:11.592   0:00:00                            0:00:00.055000           ['tcp_csum:ba68']               ['tcp_csum:910f']
10:55:11.537   10:55:11.596   0:00:00.004000                     0:00:00.059000           ['tcp_csum:bbad']               ['tcp_csum:65ef']
10:55:11.540   10:55:11.596   0:00:00                            0:00:00.056000           ['tcp_csum:6451']               ['tcp_csum:e14c']
10:55:11.540   10:55:11.598   0:00:00.002000                     0:00:00.058000           ['tcp_csum:1e74']               ['tcp_csum:c5e2']
10:55:11.558   10:55:11.599   0:00:00.001000                     0:00:00.041000           ['tcp_csum:8b4f']               ['tcp_csum:36f9']
10:55:11.558   10:55:11.600   0:00:00.001000                     0:00:00.042000           ['tcp_csum:d501']               ['tcp_csum:c60d']
10:55:11.558   10:55:11.601   0:00:00.001000                     0:00:00.043000           ['tcp_csum:eebb']               ['tcp_csum:18fa']
10:55:11.560   10:55:11.619   0:00:00.018000                     0:00:00.059000           ['tcp_csum:514b']               ['tcp_csum:f906']
10:55:11.560   10:55:11.619   0:00:00                            0:00:00.059000           ['tcp_csum:6612']               ['tcp_csum:a097']
10:55:11.562   10:55:11.621   0:00:00.002000                     0:00:00.059000           ['tcp_csum:70c9']               ['tcp_csum:44d4']
10:55:11.562   10:55:11.621   0:00:00                            0:00:00.059000           ['tcp_csum:51bf']               ['tcp_csum:b680']
10:55:11.565   10:55:11.624   0:00:00.003000                     0:00:00.059000           ['tcp_csum:a427']               ['tcp_csum:c8b6']
10:55:11.565   10:55:11.624   0:00:00                            0:00:00.059000           ['tcp_csum:bb78']               ['tcp_csum:cd1f']
10:55:11.567   10:55:11.626   0:00:00.002000                     0:00:00.059000           ['tcp_csum:89b7']               ['tcp_csum:afda']
10:55:11.567   10:55:11.626   0:00:00                            0:00:00.059000           ['tcp_csum:397b']               ['tcp_csum:5610']
10:55:11.570   10:55:11.628   0:00:00.002000                     0:00:00.058000           ['tcp_csum:5365']               ['tcp_csum:4182']
10:55:11.570   10:55:11.629   0:00:00.001000                     0:00:00.059000           ['tcp_csum:910f']               ['tcp_csum:d0e2']
10:55:11.576   10:55:11.631   0:00:00.002000                     0:00:00.055000           ['tcp_csum:65ef']                ['tcp_csum:a7c']
10:55:11.576   10:55:11.631   0:00:00                            0:00:00.055000           ['tcp_csum:e14c']               ['tcp_csum:89bf']
10:55:11.578   10:55:11.637   0:00:00.006000                     0:00:00.059000           ['tcp_csum:c5e2']               ['tcp_csum:bb32']
10:55:11.578   10:55:11.637   0:00:00                            0:00:00.059000           ['tcp_csum:36f9']               ['tcp_csum:f900']
10:55:11.580   10:55:11.638   0:00:00.001000                     0:00:00.058000           ['tcp_csum:c60d']               ['tcp_csum:be79']
10:55:11.580   10:55:11.639   0:00:00.001000                     0:00:00.059000           ['tcp_csum:18fa']               ['tcp_csum:93b8']
10:55:11.599   10:55:11.641   0:00:00.002000                     0:00:00.042000           ['tcp_csum:f906']                ['tcp_csum:837']
10:55:11.599   10:55:11.641   0:00:00                            0:00:00.042000           ['tcp_csum:a097']               ['tcp_csum:513c']
10:55:11.601   10:55:11.659   0:00:00.018000                     0:00:00.058000           ['tcp_csum:44d4']               ['tcp_csum:2ba0']
10:55:11.601   10:55:11.659   0:00:00                            0:00:00.058000           ['tcp_csum:b680']               ['tcp_csum:cca3']
10:55:11.603   10:55:11.660   0:00:00.001000                     0:00:00.057000           ['tcp_csum:c8b6']               ['tcp_csum:cde8']
10:55:11.603   10:55:11.661   0:00:00.001000                     0:00:00.058000           ['tcp_csum:cd1f']               ['tcp_csum:768e']
10:55:11.606   10:55:11.663   0:00:00.002000                     0:00:00.057000           ['tcp_csum:afda']               ['tcp_csum:30b1']
10:55:11.606   10:55:11.664   0:00:00.001000                     0:00:00.058000           ['tcp_csum:5610']               ['tcp_csum:9d92']
10:55:11.608   10:55:11.665   0:00:00.001000                     0:00:00.057000           ['tcp_csum:4182']               ['tcp_csum:e744']
10:55:11.608   10:55:11.666   0:00:00.001000                     0:00:00.058000           ['tcp_csum:d0e2']                 ['tcp_csum:ff']
10:55:11.610   10:55:11.667   0:00:00.001000                     0:00:00.057000           ['tcp_csum:a7c']                ['tcp_csum:6390']
10:55:11.611   10:55:11.669   0:00:00.002000                     0:00:00.058000           ['tcp_csum:89bf']               ['tcp_csum:7855']
10:55:11.616   10:55:11.670   0:00:00.001000                     0:00:00.054000           ['tcp_csum:bb32']               ['tcp_csum:830e']
10:55:11.616   10:55:11.671   0:00:00.001000                     0:00:00.055000           ['tcp_csum:f900']               ['tcp_csum:6402']
10:55:11.618   10:55:11.672   0:00:00.001000                     0:00:00.054000           ['tcp_csum:be79']               ['tcp_csum:b66a']
10:55:11.618   10:55:11.677   0:00:00.005000                     0:00:00.059000           ['tcp_csum:93b8']               ['tcp_csum:cdb9']
10:55:11.621   10:55:11.677   0:00:00                            0:00:00.056000           ['tcp_csum:837']                ['tcp_csum:9bfa']
10:55:11.621   10:55:11.679   0:00:00.002000                     0:00:00.058000           ['tcp_csum:513c']               ['tcp_csum:4bbc']
10:55:11.639   10:55:11.679   0:00:00                            0:00:00.040000           ['tcp_csum:2ba0']               ['tcp_csum:65a6']
10:55:11.639   10:55:11.681   0:00:00.002000                     0:00:00.042000           ['tcp_csum:cca3']               ['tcp_csum:a350']
10:55:11.639   10:55:11.681   0:00:00                            0:00:00.042000           ['tcp_csum:cde8']               ['tcp_csum:7834']
10:55:11.641   10:55:11.699   0:00:00.018000                     0:00:00.058000           ['tcp_csum:768e']               ['tcp_csum:f387']
10:55:11.641   10:55:11.699   0:00:00                            0:00:00.058000           ['tcp_csum:30b1']               ['tcp_csum:d81d']
10:55:11.643   10:55:11.700   0:00:00.001000                     0:00:00.057000           ['tcp_csum:9d92']               ['tcp_csum:4934']
10:55:11.644   10:55:11.702   0:00:00.002000                     0:00:00.058000           ['tcp_csum:e744']               ['tcp_csum:d84a']
10:55:11.646   10:55:11.703   0:00:00.001000                     0:00:00.057000           ['tcp_csum:ff']                 ['tcp_csum:2b35']
10:55:11.647   10:55:11.704   0:00:00.001000                     0:00:00.057000           ['tcp_csum:6390']                ['tcp_csum:b4c']
10:55:11.648   10:55:11.705   0:00:00.001000                     0:00:00.057000           ['tcp_csum:7855']               ['tcp_csum:b2dc']
10:55:11.648   10:55:11.707   0:00:00.002000                     0:00:00.059000           ['tcp_csum:830e']               ['tcp_csum:5719']
10:55:11.651   10:55:11.708   0:00:00.001000                     0:00:00.057000           ['tcp_csum:6402']               ['tcp_csum:c8c3']
10:55:11.651   10:55:11.709   0:00:00.001000                     0:00:00.058000           ['tcp_csum:b66a']               ['tcp_csum:dafb']
10:55:11.657   10:55:11.710   0:00:00.001000                     0:00:00.053000           ['tcp_csum:cdb9']               ['tcp_csum:df64']
10:55:11.657   10:55:11.711   0:00:00.001000                     0:00:00.054000           ['tcp_csum:9bfa']               ['tcp_csum:c21f']
10:55:11.658   10:55:11.712   0:00:00.001000                     0:00:00.054000           ['tcp_csum:4bbc']               ['tcp_csum:6853']
10:55:11.659   10:55:11.714   0:00:00.002000                     0:00:00.055000           ['tcp_csum:65a6']               ['tcp_csum:53c7']
10:55:11.661   10:55:11.717   0:00:00.003000                     0:00:00.056000           ['tcp_csum:a350']               ['tcp_csum:e325']
10:55:11.661   10:55:11.717   0:00:00                            0:00:00.056000           ['tcp_csum:7834']               ['tcp_csum:1cc1']
10:55:11.679   10:55:11.719   0:00:00.002000                     0:00:00.040000           ['tcp_csum:f387']               ['tcp_csum:9c02']
10:55:11.679   10:55:11.719   0:00:00                            0:00:00.040000           ['tcp_csum:d81d']               ['tcp_csum:cd77']
10:55:11.680   10:55:11.722   0:00:00.003000                     0:00:00.042000           ['tcp_csum:4934']                ['tcp_csum:b46']
10:55:11.680   10:55:11.722   0:00:00                            0:00:00.042000           ['tcp_csum:d84a']               ['tcp_csum:d0c0']
10:55:11.686   10:55:11.740   0:00:00.018000                     0:00:00.054000           ['tcp_csum:2b35']               ['tcp_csum:a5f5']
10:55:11.686   10:55:11.740   0:00:00                            0:00:00.054000           ['tcp_csum:b4c']                ['tcp_csum:1a74']
10:55:11.686   10:55:11.741   0:00:00.001000                     0:00:00.055000           ['tcp_csum:b2dc']               ['tcp_csum:6379']
10:55:11.686   10:55:11.742   0:00:00.001000                     0:00:00.056000           ['tcp_csum:5719']               ['tcp_csum:3de7']
10:55:11.688   10:55:11.743   0:00:00.001000                     0:00:00.055000           ['tcp_csum:c8c3']               ['tcp_csum:deea']
10:55:11.688   10:55:11.745   0:00:00.002000                     0:00:00.057000           ['tcp_csum:dafb']               ['tcp_csum:e02d']
10:55:11.690   10:55:11.746   0:00:00.001000                     0:00:00.056000           ['tcp_csum:df64']               ['tcp_csum:88d3']
10:55:11.690   10:55:11.747   0:00:00.001000                     0:00:00.057000           ['tcp_csum:c21f']               ['tcp_csum:42f4']
10:55:11.692   10:55:11.748   0:00:00.001000                     0:00:00.056000           ['tcp_csum:6853']               ['tcp_csum:afd7']
10:55:11.693   10:55:11.749   0:00:00.001000                     0:00:00.056000           ['tcp_csum:53c7']               ['tcp_csum:f989']
10:55:11.697   10:55:11.751   0:00:00.002000                     0:00:00.054000           ['tcp_csum:e325']               ['tcp_csum:1344']
10:55:11.697   10:55:11.752   0:00:00.001000                     0:00:00.055000           ['tcp_csum:1cc1']               ['tcp_csum:75d3']
10:55:11.699   10:55:11.753   0:00:00.001000                     0:00:00.054000           ['tcp_csum:9c02']               ['tcp_csum:8a9a']
10:55:11.699   10:55:11.754   0:00:00.001000                     0:00:00.055000           ['tcp_csum:cd77']               ['tcp_csum:9553']
10:55:11.702   10:55:11.755   0:00:00.001000                     0:00:00.053000           ['tcp_csum:b46']                ['tcp_csum:7649']
10:55:11.702   10:55:11.757   0:00:00.002000                     0:00:00.055000           ['tcp_csum:d0c0']               ['tcp_csum:c8af']
10:55:11.720   10:55:11.758   0:00:00.001000                     0:00:00.038000           ['tcp_csum:a5f5']               ['tcp_csum:e000']
10:55:11.720   10:55:11.762   0:00:00.004000                     0:00:00.042000           ['tcp_csum:1a74']               ['tcp_csum:ae3f']
10:55:11.720   10:55:11.762   0:00:00                            0:00:00.042000           ['tcp_csum:6379']               ['tcp_csum:5e03']
10:55:11.722   10:55:11.763   0:00:00.001000                     0:00:00.041000           ['tcp_csum:3de7']               ['tcp_csum:77ed']
10:55:11.722   10:55:11.764   0:00:00.001000                     0:00:00.042000           ['tcp_csum:deea']               ['tcp_csum:b597']
10:55:11.724   10:55:11.780   0:00:00.016000                     0:00:00.056000           ['tcp_csum:e02d']               ['tcp_csum:8a71']
10:55:11.724   10:55:11.780   0:00:00                            0:00:00.056000           ['tcp_csum:88d3']                ['tcp_csum:5cf']
10:55:11.727   10:55:11.782   0:00:00.002000                     0:00:00.055000           ['tcp_csum:42f4']               ['tcp_csum:ea62']
10:55:11.727   10:55:11.783   0:00:00.001000                     0:00:00.056000           ['tcp_csum:afd7']               ['tcp_csum:5b79']
10:55:11.729   10:55:11.785   0:00:00.002000                     0:00:00.056000           ['tcp_csum:f989']               ['tcp_csum:ea8f']
10:55:11.729   10:55:11.785   0:00:00                            0:00:00.056000           ['tcp_csum:1344']               ['tcp_csum:3d7c']
10:55:11.731   10:55:11.787   0:00:00.002000                     0:00:00.056000           ['tcp_csum:75d3']               ['tcp_csum:1d91']
10:55:11.732   10:55:11.787   0:00:00                            0:00:00.055000           ['tcp_csum:8a9a']               ['tcp_csum:c521']
10:55:11.734   10:55:11.790   0:00:00.003000                     0:00:00.056000           ['tcp_csum:9553']               ['tcp_csum:695e']
10:55:11.734   10:55:11.790   0:00:00                            0:00:00.056000           ['tcp_csum:7649']               ['tcp_csum:db0a']
10:55:11.737   10:55:11.792   0:00:00.002000                     0:00:00.055000           ['tcp_csum:c8af']               ['tcp_csum:ed40']
10:55:11.737   10:55:11.792   0:00:00                            0:00:00.055000           ['tcp_csum:e000']               ['tcp_csum:f1a9']
10:55:11.742   10:55:11.796   0:00:00.004000                     0:00:00.054000           ['tcp_csum:ae3f']               ['tcp_csum:d462']
10:55:11.742   10:55:11.796   0:00:00                            0:00:00.054000           ['tcp_csum:5e03']               ['tcp_csum:7a98']
10:55:11.742   10:55:11.798   0:00:00.002000                     0:00:00.056000           ['tcp_csum:77ed']               ['tcp_csum:660c']
10:55:11.742   10:55:11.798   0:00:00                            0:00:00.056000           ['tcp_csum:b597']               ['tcp_csum:f56c']
10:55:11.760   10:55:11.803   0:00:00.005000                     0:00:00.043000           ['tcp_csum:8a71']               ['tcp_csum:2f05']
10:55:11.760   10:55:11.803   0:00:00                            0:00:00.043000           ['tcp_csum:5cf']                ['tcp_csum:ae48']
10:55:11.762   10:55:11.804   0:00:00.001000                     0:00:00.042000           ['tcp_csum:ea62']               ['tcp_csum:dfbc']
10:55:11.763   10:55:11.805   0:00:00.001000                     0:00:00.042000           ['tcp_csum:5b79']               ['tcp_csum:1d8b']
10:55:11.765   10:55:11.821   0:00:00.016000                     0:00:00.056000           ['tcp_csum:ea8f']               ['tcp_csum:e2fd']
10:55:11.765   10:55:11.821   0:00:00                            0:00:00.056000           ['tcp_csum:3d7c']               ['tcp_csum:b83c']
10:55:11.767   10:55:11.822   0:00:00.001000                     0:00:00.055000           ['tcp_csum:1d91']               ['tcp_csum:2cbb']
10:55:11.767   10:55:11.823   0:00:00.001000                     0:00:00.056000           ['tcp_csum:c521']               ['tcp_csum:75be']
10:55:11.769   10:55:11.824   0:00:00.001000                     0:00:00.055000           ['tcp_csum:695e']               ['tcp_csum:502c']
10:55:11.769   10:55:11.825   0:00:00.001000                     0:00:00.056000           ['tcp_csum:db0a']               ['tcp_csum:f12f']
10:55:11.772   10:55:11.827   0:00:00.002000                     0:00:00.055000           ['tcp_csum:ed40']               ['tcp_csum:f274']
10:55:11.772   10:55:11.828   0:00:00.001000                     0:00:00.056000           ['tcp_csum:f1a9']               ['tcp_csum:9b18']
10:55:11.776   10:55:11.829   0:00:00.001000                     0:00:00.053000           ['tcp_csum:d462']               ['tcp_csum:553b']
10:55:11.776   10:55:11.830   0:00:00.001000                     0:00:00.054000           ['tcp_csum:7a98']               ['tcp_csum:c21e']
10:55:11.777   10:55:11.832   0:00:00.002000                     0:00:00.055000           ['tcp_csum:660c']                ['tcp_csum:bd1']
10:55:11.777   10:55:11.832   0:00:00                            0:00:00.055000           ['tcp_csum:f56c']               ['tcp_csum:2589']
10:55:11.782   10:55:11.834   0:00:00.002000                     0:00:00.052000           ['tcp_csum:2f05']               ['tcp_csum:881a']
10:55:11.782   10:55:11.836   0:00:00.002000                     0:00:00.054000           ['tcp_csum:ae48']               ['tcp_csum:9cdf']
10:55:11.783   10:55:11.837   0:00:00.001000                     0:00:00.054000           ['tcp_csum:dfbc']               ['tcp_csum:a798']
10:55:11.783   10:55:11.838   0:00:00.001000                     0:00:00.055000           ['tcp_csum:1d8b']               ['tcp_csum:888e']
10:55:11.800   10:55:11.839   0:00:00.001000                     0:00:00.039000           ['tcp_csum:e2fd']               ['tcp_csum:daf6']
10:55:11.801   10:55:11.843   0:00:00.004000                     0:00:00.042000           ['tcp_csum:b83c']               ['tcp_csum:f243']
10:55:11.801   10:55:11.843   0:00:00                            0:00:00.042000           ['tcp_csum:2cbb']               ['tcp_csum:c084']
10:55:11.803   10:55:11.844   0:00:00.001000                     0:00:00.041000           ['tcp_csum:75be']               ['tcp_csum:7048']
10:55:11.803   10:55:11.845   0:00:00.001000                     0:00:00.042000           ['tcp_csum:502c']               ['tcp_csum:8a32']
10:55:11.805   10:55:11.861   0:00:00.016000                     0:00:00.056000           ['tcp_csum:f12f']               ['tcp_csum:c7d4']
10:55:11.805   10:55:11.861   0:00:00                            0:00:00.056000           ['tcp_csum:f274']               ['tcp_csum:9cb8']
10:55:11.807   10:55:11.862   0:00:00.001000                     0:00:00.055000           ['tcp_csum:9b18']               ['tcp_csum:1816']
10:55:11.807   10:55:11.863   0:00:00.001000                     0:00:00.056000           ['tcp_csum:553b']               ['tcp_csum:fcab']
10:55:11.810   10:55:11.864   0:00:00.001000                     0:00:00.054000           ['tcp_csum:c21e']               ['tcp_csum:6dc0']
10:55:11.810   10:55:11.866   0:00:00.002000                     0:00:00.056000           ['tcp_csum:bd1']                ['tcp_csum:fcd6']
10:55:11.812   10:55:11.867   0:00:00.001000                     0:00:00.055000           ['tcp_csum:2589']               ['tcp_csum:4fc1']
10:55:11.812   10:55:11.868   0:00:00.001000                     0:00:00.056000           ['tcp_csum:881a']               ['tcp_csum:2fd8']
10:55:11.816   10:55:11.869   0:00:00.001000                     0:00:00.053000           ['tcp_csum:9cdf']               ['tcp_csum:d768']
10:55:11.816   10:55:11.870   0:00:00.001000                     0:00:00.054000           ['tcp_csum:a798']               ['tcp_csum:7ba5']
10:55:11.818   10:55:11.872   0:00:00.002000                     0:00:00.054000           ['tcp_csum:888e']               ['tcp_csum:ed4f']
10:55:11.818   10:55:11.873   0:00:00.001000                     0:00:00.055000           ['tcp_csum:daf6']               ['tcp_csum:ff87']
10:55:11.823   10:55:11.874   0:00:00.001000                     0:00:00.051000           ['tcp_csum:f243']                ['tcp_csum:3f1']
10:55:11.823   10:55:11.875   0:00:00.001000                     0:00:00.052000           ['tcp_csum:c084']               ['tcp_csum:e6ab']
10:55:11.824   10:55:11.877   0:00:00.002000                     0:00:00.053000           ['tcp_csum:7048']               ['tcp_csum:8cdf']
10:55:11.824   10:55:11.878   0:00:00.001000                     0:00:00.054000           ['tcp_csum:8a32']               ['tcp_csum:7853']
10:55:11.841   10:55:11.879   0:00:00.001000                     0:00:00.038000           ['tcp_csum:c7d4']                ['tcp_csum:7b2']
10:55:11.841   10:55:11.880   0:00:00.001000                     0:00:00.039000           ['tcp_csum:9cb8']               ['tcp_csum:414d']
10:55:11.842   10:55:11.883   0:00:00.003000                     0:00:00.041000           ['tcp_csum:1816']               ['tcp_csum:c08e']
10:55:11.842   10:55:11.883   0:00:00                            0:00:00.041000           ['tcp_csum:fcab']               ['tcp_csum:f203']
10:55:11.845   10:55:11.885   0:00:00.002000                     0:00:00.040000           ['tcp_csum:6dc0']               ['tcp_csum:2fd2']
10:55:11.845   10:55:11.885   0:00:00                            0:00:00.040000           ['tcp_csum:fcd6']               ['tcp_csum:f54c']
10:55:11.847   10:55:11.901   0:00:00.016000                     0:00:00.054000           ['tcp_csum:4fc1']               ['tcp_csum:ca83']
10:55:11.847   10:55:11.901   0:00:00                            0:00:00.054000           ['tcp_csum:2fd8']               ['tcp_csum:3f02']
10:55:11.849   10:55:11.902   0:00:00.001000                     0:00:00.053000           ['tcp_csum:d768']               ['tcp_csum:8807']
10:55:11.849   10:55:11.903   0:00:00.001000                     0:00:00.054000           ['tcp_csum:7ba5']               ['tcp_csum:6273']
10:55:11.852   10:55:11.905   0:00:00.002000                     0:00:00.053000           ['tcp_csum:ed4f']                ['tcp_csum:377']
10:55:11.852   10:55:11.906   0:00:00.001000                     0:00:00.054000           ['tcp_csum:ff87']                ['tcp_csum:4bc']
10:55:11.854   10:55:11.907   0:00:00.001000                     0:00:00.053000           ['tcp_csum:3f1']                ['tcp_csum:ad61']
10:55:11.854   10:55:11.908   0:00:00.001000                     0:00:00.054000           ['tcp_csum:e6ab']               ['tcp_csum:6782']
10:55:11.857   10:55:11.910   0:00:00.002000                     0:00:00.053000           ['tcp_csum:8cdf']               ['tcp_csum:d465']
10:55:11.857   10:55:11.912   0:00:00.002000                     0:00:00.055000           ['tcp_csum:7853']               ['tcp_csum:1e16']
10:55:11.859   10:55:11.912   0:00:00                            0:00:00.053000           ['tcp_csum:7b2']                ['tcp_csum:37d0']
10:55:11.859   10:55:11.913   0:00:00.001000                     0:00:00.054000           ['tcp_csum:414d']               ['tcp_csum:9a61']
10:55:11.863   10:55:11.914   0:00:00.001000                     0:00:00.051000           ['tcp_csum:c08e']               ['tcp_csum:af28']
10:55:11.863   10:55:11.916   0:00:00.002000                     0:00:00.053000           ['tcp_csum:f203']               ['tcp_csum:b9df']
10:55:11.866   10:55:11.917   0:00:00.001000                     0:00:00.051000           ['tcp_csum:2fd2']               ['tcp_csum:9ad5']
10:55:11.866   10:55:11.918   0:00:00.001000                     0:00:00.052000           ['tcp_csum:f54c']               ['tcp_csum:ed3d']
10:55:11.881   10:55:11.919   0:00:00.001000                     0:00:00.038000           ['tcp_csum:ca83']                ['tcp_csum:48f']
10:55:11.881   10:55:11.921   0:00:00.002000                     0:00:00.040000           ['tcp_csum:3f02']               ['tcp_csum:d2cd']
10:55:11.881   10:55:11.922   0:00:00.001000                     0:00:00.041000           ['tcp_csum:8807']               ['tcp_csum:8291']
10:55:11.883   10:55:11.923   0:00:00.001000                     0:00:00.040000           ['tcp_csum:6273']               ['tcp_csum:9c79']
10:55:11.883   10:55:11.924   0:00:00.001000                     0:00:00.041000           ['tcp_csum:377']                ['tcp_csum:da23']
10:55:11.886   10:55:11.926   0:00:00.002000                     0:00:00.040000           ['tcp_csum:4bc']                ['tcp_csum:af07']
10:55:11.886   10:55:11.927   0:00:00.001000                     0:00:00.041000           ['tcp_csum:ad61']               ['tcp_csum:2a65']
10:55:11.888   10:55:11.941   0:00:00.014000                     0:00:00.053000           ['tcp_csum:6782']                ['tcp_csum:ef3']
10:55:11.888   10:55:11.941   0:00:00                            0:00:00.053000           ['tcp_csum:d465']               ['tcp_csum:8009']
10:55:11.891   10:55:11.944   0:00:00.003000                     0:00:00.053000           ['tcp_csum:1e16']                ['tcp_csum:f1e']
10:55:11.891   10:55:11.944   0:00:00                            0:00:00.053000           ['tcp_csum:37d0']               ['tcp_csum:620a']
10:55:11.893   10:55:11.946   0:00:00.002000                     0:00:00.053000           ['tcp_csum:9a61']               ['tcp_csum:4221']
10:55:11.893   10:55:11.946   0:00:00                            0:00:00.053000           ['tcp_csum:af28']               ['tcp_csum:e9b1']
10:55:11.895   10:55:11.949   0:00:00.003000                     0:00:00.054000           ['tcp_csum:b9df']               ['tcp_csum:8dec']
10:55:11.895   10:55:11.949   0:00:00                            0:00:00.054000           ['tcp_csum:9ad5']               ['tcp_csum:ff98']
10:55:11.898   10:55:11.951   0:00:00.002000                     0:00:00.053000           ['tcp_csum:ed3d']               ['tcp_csum:11cf']
10:55:11.898   10:55:11.951   0:00:00                            0:00:00.053000           ['tcp_csum:48f']                ['tcp_csum:1638']
10:55:11.900   10:55:11.953   0:00:00.002000                     0:00:00.053000           ['tcp_csum:d2cd']               ['tcp_csum:f8f2']
10:55:11.900   10:55:11.954   0:00:00.001000                     0:00:00.054000           ['tcp_csum:8291']               ['tcp_csum:9f28']
10:55:11.903   10:55:11.956   0:00:00.002000                     0:00:00.053000           ['tcp_csum:9c79']               ['tcp_csum:8a9a']
10:55:11.903   10:55:11.956   0:00:00                            0:00:00.053000           ['tcp_csum:da23']               ['tcp_csum:19fb']
10:55:11.906   10:55:11.958   0:00:00.002000                     0:00:00.052000           ['tcp_csum:af07']               ['tcp_csum:5394']
10:55:11.906   10:55:11.959   0:00:00.001000                     0:00:00.053000           ['tcp_csum:2a65']               ['tcp_csum:d2d7']
10:55:11.922   10:55:11.961   0:00:00.002000                     0:00:00.039000           ['tcp_csum:ef3']                 ['tcp_csum:44d']
10:55:11.922   10:55:11.961   0:00:00                            0:00:00.039000           ['tcp_csum:8009']               ['tcp_csum:421b']
10:55:11.924   10:55:11.964   0:00:00.003000                     0:00:00.040000           ['tcp_csum:f1e']                 ['tcp_csum:794']
10:55:11.924   10:55:11.964   0:00:00                            0:00:00.040000           ['tcp_csum:620a']               ['tcp_csum:dcd2']
10:55:11.926   10:55:11.966   0:00:00.002000                     0:00:00.040000           ['tcp_csum:4221']               ['tcp_csum:5151']
10:55:11.926   10:55:11.966   0:00:00                            0:00:00.040000           ['tcp_csum:e9b1']               ['tcp_csum:9a56']
10:55:11.929   10:55:11.982   0:00:00.016000                     0:00:00.053000           ['tcp_csum:8dec']               ['tcp_csum:74bc']
10:55:11.929   10:55:11.982   0:00:00                            0:00:00.053000           ['tcp_csum:ff98']               ['tcp_csum:15c0']
